Mod:Item:MetaData, Localized Name
hbm:crystal_starmetal, Starmetal Crystals
hbm:crystal_trixite, Trixite Crystals
hbm:crystal_osmiridium, Osmiridium Crystals
hbm:gem_tantalium, Tantalium Polycrystal
hbm:gem_volcanic, Volcanic Gem
hbm:upgrade_template, Machine Upgrade Template
hbm:deuterium_filter, Deuterium Filter
hbm:circuit_raw, Basic Circuit Assembly
hbm:circuit_aluminium, Basic Circuit
hbm:circuit_copper, Enhanced Circuit
hbm:circuit_red_copper, Advanced Circuit
hbm:circuit_gold, Overclocked Circuit
hbm:circuit_schrabidium, High Performance Circuit
hbm:circuit_bismuth_raw, Versatile Chipset Assembly
hbm:circuit_bismuth, Versatile Chipset
hbm:circuit_arsenic_raw, Adaptable Circuit Assembly
hbm:circuit_arsenic, Adaptable Circuit
hbm:circuit_tantalium_raw, Capacitor Board Assembly
hbm:circuit_tantalium, Capacitor Board
hbm:circuit_targeting_tier1, Military Grade Circuit Board (Tier 1)
hbm:circuit_targeting_tier2, Military Grade Circuit Board (Tier 2)
hbm:circuit_targeting_tier3, Military Grade Circuit Board (Tier 3)
hbm:circuit_targeting_tier4, Military Grade Circuit Board (Tier 4)
hbm:circuit_targeting_tier5, Military Grade Circuit Board (Tier 5)
hbm:circuit_targeting_tier6, Military Grade Circuit Board (Tier 6)
hbm:mechanism_revolver_1, Revolver Mechanism
hbm:mechanism_revolver_2, Advanced Revolver Mechanism
hbm:mechanism_rifle_1, Rifle Mechanism
hbm:mechanism_rifle_2, Advanced Rifle Mechanism
hbm:mechanism_launcher_1, Launcher Mechanism
hbm:mechanism_launcher_2, Advanced Launcher Mechanism
hbm:mechanism_special, High-Tech Weapon Mechanism
hbm:primer_357, .357 Magnum Primer (x24)
hbm:primer_44, .44 Magnum Primer (x24)
hbm:primer_9, Small Caliber Primer (x32)
hbm:primer_50, Large Caliber Primer (x12)
hbm:primer_buckshot, Buckshot Primer (x12)
hbm:casing_357, .357 Magnum Casing (x24)
hbm:casing_44, .44 Magnum Casing (x24)
hbm:casing_9, Small Caliber Casing (x32)
hbm:casing_50, Large Caliber Casing (x12)
hbm:casing_buckshot, Buckshot Casing (x12)
hbm:wire_advanced_alloy, Super Conductor
hbm:coil_advanced_alloy, Super Conducting Coil
hbm:coil_advanced_torus, Super Conducting Ring Coil
hbm:wire_gold, Gold Wire
hbm:coil_gold, Gold Coil
hbm:coil_gold_torus, Golden Ring Coil
hbm:wire_red_copper, Red Copper Wire
hbm:wire_tungsten, Tungsten Wire
hbm:coil_tungsten, Heating Coil
hbm:wire_aluminium, Aluminium Wire
hbm:wire_copper, Copper Wire
hbm:coil_copper, Copper Coil
hbm:coil_copper_torus, Ring Coil
hbm:wire_schrabidium, Schrabidium Wire
hbm:wire_magnetized_tungsten, 4000K High Temperature Super Conductor
hbm:coil_magnetized_tungsten, 4000K High Temperature Super Conducting Coil
hbm:assembly_iron, Iron Bullet Assembly
hbm:assembly_steel, Lead Bullet Assembly
hbm:assembly_lead, Glass Bullet Assembly
hbm:assembly_gold, Gold Bullet Assembly
hbm:assembly_schrabidium, Schrabidium Bullet Assembly
hbm:assembly_nightmare, Nightmare Bullet Assembly
hbm:assembly_desh, Desh Bullet Assembly
hbm:assembly_nopip, .44 Magnum Assembly
hbm:assembly_smg, 9mm Assembly
hbm:assembly_556, 5.56mm Assembly
hbm:assembly_uzi, .22 LR Assembly
hbm:assembly_actionexpress, .50 AE Assembly
hbm:assembly_calamity, .50 BMG Assembly
hbm:assembly_lacunae, .5mm Assembly
hbm:assembly_nuke, Mini Nuke Shell
hbm:gun_revolver_iron_ammo, Bullet
hbm:gun_revolver_ammo, Lead Bullet
hbm:gun_revolver_lead_ammo, Glass Covered Nuclear Bullet
hbm:gun_revolver_gold_ammo, Golden Bullet
hbm:gun_revolver_schrabidium_ammo, Schrabidium Bullet
hbm:gun_revolver_nightmare_ammo, Nightmare Bullet
hbm:gun_revolver_nightmare2_ammo, Laser Buckshot
hbm:ammo_357_desh, .357 Magnum Desh Bullet
hbm:gun_revolver_cursed_ammo, Steel Bullet
hbm:gun_revolver_pip_ammo, Tainted Bullet (LEGACY)
hbm:gun_revolver_nopip_ammo, .44 Magnum Bullet (LEGACY)
hbm:gun_mp_ammo, Small Propellantless 5.56mm Round
hbm:gun_rpg_ammo, Rocket(LEGACY)
hbm:gun_spark_ammo, Electromagnetic Cartridge
hbm:gun_euthanasia_ammo, Syringe
hbm:ammo_4gauge_canister, 23mm Rocket (Canister Shot)
hbm:ammo_4gauge_claw, 4 Gauge Claw Shell
hbm:ammo_4gauge_vampire, 4 Gauge Wooden Stake Shell
hbm:ammo_4gauge_void, 4 Gauge Void Shell
hbm:ammo_5mm_chlorophyte, 5mm Round (Chlorophyte)
hbm:ammo_9mm_chlorophyte, 9mm Round (Chlorophyte)
hbm:ammo_556_chlorophyte, 5.56mm Round (Chlorophyte)
hbm:ammo_556_flechette_chlorophyte, 5.56mm Flechette Round (Chlorophyte)
hbm:ammo_50ae_chlorophyte, .50 AE Round (Chlorophyte)
hbm:ammo_50bmg_chlorophyte, .50 BMG Round (Chlorophyte)
hbm:ammo_50bmg_flechette, .50 BMG Flechette Round
hbm:ammo_50bmg_flechette_am, .50 BMG Flechette Round (Americium)
hbm:ammo_50bmg_flechette_po, .50 BMG Flechette Round (Polonium)
hbm:ammo_44_chlorophyte, .44 Magnum Bullet (Chlorophyte)
hbm:ammo_22lr_chlorophyte, .22 LR Round (Chlorophyte)
hbm:ammo_rocket_canister, 84mm Rocket (Canister Shot)
hbm:ammo_20gauge, 20 Gauge Buckshot
hbm:ammo_20gauge_slug, 20 Gauge Brenneke Slug
hbm:ammo_20gauge_flechette, 20 Gauge Flechette Shell
hbm:ammo_20gauge_incendiary, 20 Gauge Buckshot (Incendiary)
hbm:ammo_20gauge_explosive, 20 Gauge Buckshot (Explosive)
hbm:ammo_20gauge_caustic, 20 Gauge Buckshot (Caustic)
hbm:ammo_20gauge_shock, 20 Gauge Buckshot (Shock)
hbm:ammo_20gauge_wither, 20 Gauge Buckshot (Withering)
hbm:ammo_20gauge_sleek, 20 Gauge Buckshot (IF-R&D)
hbm:ammo_20gauge_shrapnel, 20 Gauge Buckshot (Shrapnel)											
hbm:ammo_4gauge, 4 Gauge Buckshot
hbm:ammo_4gauge_slug, 4 Gauge Solid Steel Slug
hbm:ammo_4gauge_flechette, 4 Gauge Flechette Shell
hbm:ammo_4gauge_flechette_phosphorus, 4 Gauge Flechette Shell (WP)
hbm:ammo_4gauge_explosive, 23mm Grenade
hbm:ammo_4gauge_semtex, 23mm Mining Charge
hbm:ammo_4gauge_balefire, 23mm Balefire Grenade
hbm:ammo_4gauge_kampf, 23mm Rocket
hbm:ammo_4gauge_sleek, 4 Gauge Buckshot (IF-R&D)
hbm:ammo_rocket, 84mm Rocket
hbm:ammo_rocket_he, 84mm Rocket (HE)
hbm:ammo_rocket_incendiary, 84mm Rocket (Incendiary)
hbm:ammo_rocket_phosphorus, 84mm Rocket (WP)
hbm:ammo_rocket_shrapnel, 84mm Rocket (Shrapnel)
hbm:ammo_rocket_emp, 84mm Rocket (Pulse)
hbm:ammo_rocket_glare, 84mm Rocket (Red Glare)
hbm:ammo_rocket_toxic, 84mm Rocket (Chemical)
hbm:ammo_rocket_sleek, 84mm Rocket (IF-R&D)
hbm:ammo_rocket_nuclear, 84mm Rocket (Привет)
hbm:ammo_rocket_rpc, 84mm Rocket Propelled Chainsaw
hbm:ammo_grenade, 40mm Grenade
hbm:ammo_grenade_he, 40mm Grenade (HE)
hbm:ammo_grenade_incendiary, 40mm Grenade (Incendiary)
hbm:ammo_grenade_phosphorus, 40mm Grenade (WP)
hbm:ammo_grenade_toxic, 40mm Grenade (Chemical)
hbm:ammo_grenade_concussion, 40mm Grenade (Concussion)
hbm:ammo_grenade_finned, 40mm Grenade (Finned)
hbm:ammo_grenade_sleek, 40mm Grenade (IF-R&D)
hbm:ammo_grenade_nuclear, 40mm Grenade (Привет)
hbm:ammo_grenade_tracer, 40mm Training Grenade
hbm:ammo_grenade_kampf, 40mm Rocket
hbm:ammo_shell, 240mm Shell
hbm:ammo_shell_explosive, 240mm HE Shell
hbm:ammo_shell_apfsds_t, 240mm APFSDS-T
hbm:ammo_shell_apfsds_du, 240mm APFSDS-DU
hbm:ammo_shell_w9, 240mm W9 Nuclear Shell
hbm:ammo_dgk, Goalkeeper Twin CIWS 200 Round Belt
hbm:ammo_nuke, Mini Nuke
hbm:ammo_nuke_low, Mini Nuke (Low Yield)
hbm:ammo_nuke_high, Mini Nuke (High Yield)
hbm:ammo_nuke_tots, Mini Nuke (Tiny Tots)
hbm:ammo_nuke_safe, Mini Nuke (Safe)
hbm:ammo_nuke_pumpkin, Pumpkin Bomb
hbm:ammo_mirv, Mini MIRV
hbm:ammo_mirv_low, Mini MIRV (Low Yield)
hbm:ammo_mirv_high, Mini MIRV (High Yield)
hbm:ammo_mirv_safe, Mini MIRV (Safe)
hbm:ammo_mirv_special, Mini MILV
hbm:ammo_fuel, Diesel Tank
hbm:ammo_fuel_napalm, Napalm Tank
hbm:ammo_fuel_phosphorus, WP Tank
hbm:ammo_fuel_vaporizer, Vaporizer Tank
hbm:ammo_fuel_gas, Gas Tank
hbm:ammo_cell, Energy Cell
hbm:ammo_dart, Plastic Dart (Withering)
hbm:ammo_12gauge, 12 Gauge Buckshot
hbm:ammo_12gauge_incendiary, 12 Gauge Buckshot (Incendiary)
hbm:ammo_12gauge_shrapnel, 12 Gauge Buckshot (Shrapnel)
hbm:ammo_12gauge_du, 12 Gauge Buckshot (Uranium Coated)
hbm:ammo_12gauge_sleek, 12 Gauge Buckshot (IF-R&D)
hbm:ammo_12gauge_marauder, 12 Gauge Tactical Anti-Marauder Shell
hbm:ammo_22lr, .22 LR Round
hbm:ammo_22lr_ap, .22 LR Round (Armor Piercing)
hbm:ammo_44, .44 Magnum Bullet
hbm:ammo_44_ap, .44 Magnum Bullet (Armor Piercing)
hbm:ammo_44_du, .44 Magnum Bullet (DU)
hbm:ammo_44_phosphorus, .44 Magnum Bullet (WP)
hbm:ammo_44_pip, .44 Magnum Bullet (Boxcar)
hbm:ammo_44_bj, .44 Magnum Bullet (Boat)
hbm:ammo_44_silver, .44 Magnum Bullet (Building)
hbm:ammo_44_rocket, .44 Magnum Rocket
hbm:ammo_44_star, .44 Magnum Bullet (Starmetal)			   
hbm:ammo_9mm, 9mm Round
hbm:ammo_9mm_ap, 9mm Round (Armor Piercing)
hbm:ammo_9mm_du, 9mm Round (DU)
hbm:ammo_9mm_rocket, 9mm Rocket
hbm:ammo_556, 5.56mm Round
hbm:ammo_556_phosphorus, 5.56mm Round (WP)
hbm:ammo_556_ap, 5.56mm Round (Armor Piercing)
hbm:ammo_556_du, 5.56mm Round (DU)
hbm:ammo_556_star, 5.56mm Round (Starmetal)
hbm:ammo_556_sleek, 5.56mm Round (IF-R&D)
hbm:ammo_556_tracer, 5.56mm Round (Tracer)
hbm:ammo_556_flechette, 5.56mm Flechette Round
hbm:ammo_556_flechette_incendiary, 5.56mm Flechette Round (Incendiary)
hbm:ammo_556_flechette_phosphorus, 5.56mm Flechette Round (Phosphorus-Tipped)
hbm:ammo_556_flechette_du, 5.56mm Flechette Round (Uranium Penetrator)
hbm:ammo_556_flechette_sleek, 5.56mm Flechette Round (IF-R&D)
hbm:ammo_556_k, 5.56mm K-Round
hbm:ammo_50bmg, .50 BMG Round
hbm:ammo_50bmg_incendiary, .50 BMG Round (Incendiary)
hbm:ammo_50bmg_phosphorus, .50 BMG Round (WP)
hbm:ammo_50bmg_explosive, .50 BMG Round (Explosive)
hbm:ammo_50bmg_du, .50 BMG Round (DU)
hbm:ammo_50bmg_star, .50 BMG Round (Starmetal)
hbm:ammo_50bmg_sleek, .50 BMG Round (IF-R&D)
hbm:ammo_75bolt, .75 Bolt Magazine (30rnd)
hbm:ammo_75bolt_incendiary, .75 Incendiary Bolt Magazine (30rnd)
hbm:ammo_75bolt_he, .75 Bolt High-Explosive Magazine (30rnd)
hbm:ammo_50bmg_ap, .50 BMG Round (Armor Piercing)
hbm:ammo_5mm, 5mm Round
hbm:ammo_5mm_explosive, 5mm Round (Explosive)
hbm:ammo_5mm_du, 5mm Round (DU)
hbm:ammo_5mm_star, 5mm Round (Starmetal)	
hbm:ammo_50ae, .50 AE Round
hbm:ammo_50ae_ap, .50 AE Round (Armor Piercing)
hbm:ammo_50ae_du, .50 AE Round (DU)
hbm:ammo_50ae_star, .50 AE Round (Starmetal)								
hbm:gun_b92_ammo, §9B92 Energy Cell§r (LEGACY)
hbm:gun_bf_ammo, Balefire Shell
hbm:gun_stinger_ammo, Stinger Rocket
hbm:gun_xvl1456_ammo, Depleted Uranium-235 Box
hbm:gun_hp_ammo, Ink Cartridge
hbm:gun_dash_ammo, Brimstone Ammo
hbm:gun_defabricator_ammo, Defabricator Energy Cell
hbm:gun_cryolator_ammo, Cryo Cell
hbm:gun_jack_ammo, Quadruple Shotgun Shell
hbm:gun_immolator_ammo, Immolator Fuel
hbm:gun_osipr_ammo, Dark Energy Pulse Plug
hbm:gun_osipr_ammo2, Combine Ball
hbm:gun_emp_ammo, Energy Cell
hbm:ammo_folly, Silver Bullet (Original)
hbm:ammo_folly_nuclear, Silver Bullet (Nuclear)
hbm:ammo_folly_du, Silver Bullet (DU, Non-Explosive)
hbm:folly_shell, Silver Bullet Casing
hbm:folly_bullet, 12.8cm Starmetal High-Energy Shell
hbm:folly_bullet_nuclear, 12.8cm Nuclear Shell
hbm:folly_bullet_du, 12.8cm DU-Shell
hbm:gun_calamity_ammo, .50 BMG Round (LEGACY)
hbm:gun_lacunae_ammo, 5mm Round (LEGACY)
hbm:gun_mp40_ammo, Submachine Gun Round (LEGACY)
hbm:gun_uzi_ammo, .22 LR Round (LEGACY)
hbm:gun_uboinik_ammo, 12x70 Buckshot (LEGACY)
hbm:gun_lever_action_ammo, 12x74 Buckshot (LEGACY)
hbm:gun_bolt_action_ammo, 12x74 Slug (LEGACY)
hbm:energy_ball, item.energy_ball.name
hbm:charge_railgun, Deuterium Plasma Capsule
hbm:clip_revolver_iron, Box of Iron Rounds
hbm:clip_revolver, Box of Lead Rounds
hbm:clip_revolver_gold, Small Coffer of Golden Bullets
hbm:clip_revolver_lead, Box of Nuclear Bullets
hbm:clip_revolver_schrabidium, Schrabidium Ammo Container
hbm:clip_revolver_cursed, Britannia Military Standard Issue Pisol Magazine
hbm:clip_revolver_nightmare, Bag of Bullets
hbm:clip_revolver_nightmare2, Belt with Laser Buckshot
hbm:clip_revolver_pip, Speedloader with Tainted Bullets
hbm:clip_revolver_nopip, Box of .44 Rounds
hbm:clip_rpg, Rocket Container
hbm:clip_stinger, Pack of Stinger Rockets
hbm:clip_fatman, Six Pack of Mini Nukes
hbm:clip_mirv, Three-In-One Pack of Mini MIRVs
hbm:clip_bf, Balefire-Shell Double Pack
hbm:clip_mp40, 9mm SMG Magazine
hbm:clip_uzi, 32rnd .22 LR Magazine
hbm:clip_uboinik, Box of 12x70 Buckshot Rounds
hbm:clip_lever_action, Box of 12x74 Buckshot Rounds
hbm:clip_bolt_action, Box of 12x74 Slugs
hbm:clip_osipr, AR2 Magazine
hbm:clip_immolator, Tank of Immolator Fuel
hbm:clip_cryolator, Tank of Cryolator Fuel
hbm:clip_mp, Britannia Military Standard Issue Assult Rifle Magazine
hbm:clip_xvl1456, Large Isotope Box
hbm:clip_emp, Small Pack of Energy Cells
hbm:clip_jack, Box of Quadruple 12x70 Buckshot Rounds
hbm:clip_spark, Large Electromagnetic Cartridge
hbm:clip_hp, Ink Tanks
hbm:clip_euthanasia, Last Aid Kit
hbm:clip_defabricator, Belt with Defabricator Energy Cells
hbm:ammo_container, Ammo Container
hbm:grenade_generic, Grenade
hbm:grenade_strong, Enhanced Grenade
hbm:grenade_frag, Frag Grenade
hbm:grenade_fire, Flame Frag Grenade
hbm:grenade_shrapnel, Shrapnel Grenade
hbm:grenade_cluster, Cluster Bomb
hbm:grenade_flare, Signal Flare
hbm:grenade_electric, Lightning Bomb
hbm:grenade_poison, Poison Grenade
hbm:grenade_gas, Gas Grenade
hbm:grenade_cloud, Jar of Cloud
hbm:grenade_pink_cloud, Jar of Pink Cloud
hbm:grenade_smart, Smart Grenade
hbm:grenade_mirv, MIRV Grenade
hbm:grenade_breach, Breaching Grenade
hbm:grenade_burst, Digger Grenade
hbm:grenade_pulse, Impulse Grenade
hbm:grenade_plasma, Plasma Grenade
hbm:grenade_tau, Tau Grenade
hbm:grenade_schrabidium, Schrabidium Grenade
hbm:grenade_nuke, Mark VI Drill Grenade
hbm:grenade_lemon, Combustible Lemon
hbm:grenade_gascan, Tossable Gas Can
hbm:grenade_mk2, Mk 2 Grenade "Ambassador Pineapple"
hbm:grenade_aschrab, Tossable Antischrabidium Cell
hbm:grenade_nuclear, Nuka Grenade
hbm:grenade_zomg, Negative Energy Pair Annihilation Grenade
hbm:grenade_solinium, Solinium Grenade
hbm:grenade_black_hole, Black Hole Grenade
hbm:grenade_if_generic, IF - Grenade
hbm:grenade_if_he, IF - HE Grenade
hbm:grenade_if_bouncy, IF - Bouncy Grenade
hbm:grenade_if_sticky, IF - Sticky Grenade
hbm:grenade_if_impact, IF - Impact Grenade
hbm:grenade_if_incendiary, IF - Incendiary Grenade
hbm:grenade_if_toxic, IF - Toxic Grenade
hbm:grenade_if_concussion, IF - Concussion Grenade
hbm:grenade_if_brimstone, IF - Tossable Brimstone Mine
hbm:grenade_if_mystery, IF - M.-Grenade
hbm:grenade_if_hopwire, IF - Vortex Hopwire
hbm:grenade_if_spark, IF - S.-Grenade
hbm:grenade_if_null, IF - Null Grenade
hbm:weaponized_starblaster_cell, §cRigged Star Blaster Energy Cell§r
hbm:turret_control, Turret Controller
hbm:turret_chip, Turret AI-Chip
hbm:turret_biometry, Turret Telemetry Card
hbm:turret_light_ammo, Light MG Turret Ammo Box
hbm:turret_heavy_ammo, Heavy MG Turret Ammunition
hbm:turret_rocket_ammo, Rocket Turret 2x4 Ammunition
hbm:turret_flamer_ammo, Flamer Turret Fuel Tanks
hbm:turret_tau_ammo, Tau Turret Uranium Ammo
hbm:turret_spitfire_ammo, AA-Shell
hbm:turret_cwis_ammo, CIWS 20mm Ammo Drum
hbm:turret_cheapo_ammo, 6x24 Cheapo Turret Ammunition
hbm:book_guide_book:1, Guide Book
hbm:book_guide_book:2, Guide Book
hbm:book_guide_book:3, Guide Book
hbm:rune_blank, Blank Catalyst Matrix
hbm:rune_isa, Cool Catalyst Matrix
hbm:rune_dagaz, Balanced Catalyst Matrix
hbm:rune_hagalaz, Rough Catalyst Matrix
hbm:rune_jera, Multiplicative Catalyst Matrix
hbm:rune_thurisaz, Additive Catalyst Matrix
hbm:rbmk_lid, RBMK Cover Panel
hbm:rbmk_lid_glass, RBMK Glass Cover Panel
hbm:debris_graphite, Hot Graphite Chunk
hbm:debris_metal, Broken Metal Bar
hbm:debris_fuel, RBMK Fuel Chunk
hbm:rbmk_pellet_zfb_bismuth:0, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_bismuth:1, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_bismuth:2, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_bismuth:3, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_bismuth:4, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_bismuth:5, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_bismuth:6, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_bismuth:7, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_bismuth:8, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_bismuth:9, Bismuth-209 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:0, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:1, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:2, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:3, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:4, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:5, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:6, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:7, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:8, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_pu241:9, Pu-241 ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:0, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:1, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:2, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:3, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:4, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:5, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:6, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:7, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:8, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_zfb_am_mix:9, Fuel Grade Americium ZFB Pellet
hbm:rbmk_pellet_ueu:0, NU Fuel Pellet
hbm:rbmk_pellet_ueu:1, NU Fuel Pellet
hbm:rbmk_pellet_ueu:2, NU Fuel Pellet
hbm:rbmk_pellet_ueu:3, NU Fuel Pellet
hbm:rbmk_pellet_ueu:4, NU Fuel Pellet
hbm:rbmk_pellet_ueu:5, NU Fuel Pellet
hbm:rbmk_pellet_ueu:6, NU Fuel Pellet
hbm:rbmk_pellet_ueu:7, NU Fuel Pellet
hbm:rbmk_pellet_ueu:8, NU Fuel Pellet
hbm:rbmk_pellet_ueu:9, NU Fuel Pellet
hbm:rbmk_pellet_meu:0, MEU Fuel Pellet
hbm:rbmk_pellet_meu:1, MEU Fuel Pellet
hbm:rbmk_pellet_meu:2, MEU Fuel Pellet
hbm:rbmk_pellet_meu:3, MEU Fuel Pellet
hbm:rbmk_pellet_meu:4, MEU Fuel Pellet
hbm:rbmk_pellet_meu:5, MEU Fuel Pellet
hbm:rbmk_pellet_meu:6, MEU Fuel Pellet
hbm:rbmk_pellet_meu:7, MEU Fuel Pellet
hbm:rbmk_pellet_meu:8, MEU Fuel Pellet
hbm:rbmk_pellet_meu:9, MEU Fuel Pellet
hbm:rbmk_pellet_heu233:0, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu233:1, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu233:2, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu233:3, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu233:4, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu233:5, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu233:6, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu233:7, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu233:8, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu233:9, HEU-233 Fuel Pellet
hbm:rbmk_pellet_heu235:0, HEU-235 Fuel Pellet
hbm:rbmk_pellet_heu235:1, HEU-235 Fuel Pellet
hbm:rbmk_pellet_heu235:2, HEU-235 Fuel Pellet
hbm:rbmk_pellet_heu235:3, HEU-235 Fuel Pellet
hbm:rbmk_pellet_heu235:4, HEU-235 Fuel Pellet
hbm:rbmk_pellet_heu235:5, HEU-235 Fuel Pellet
hbm:rbmk_pellet_heu235:6, HEU-235 Fuel Pellet
hbm:rbmk_pellet_heu235:7, HEU-235 Fuel Pellet
hbm:rbmk_pellet_heu235:8, HEU-235 Fuel Pellet
hbm:rbmk_pellet_heu235:9, HEU-235 Fuel Pellet
hbm:rbmk_pellet_thmeu:0, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:1, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:2, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:3, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:4, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:5, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:6, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:7, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:8, ThMEU Fuel Pellet
hbm:rbmk_pellet_thmeu:9, ThMEU Fuel Pellet
hbm:rbmk_pellet_lep:0, LEP Fuel Pellet
hbm:rbmk_pellet_lep:1, LEP Fuel Pellet
hbm:rbmk_pellet_lep:2, LEP Fuel Pellet
hbm:rbmk_pellet_lep:3, LEP Fuel Pellet
hbm:rbmk_pellet_lep:4, LEP Fuel Pellet
hbm:rbmk_pellet_lep:5, LEP Fuel Pellet
hbm:rbmk_pellet_lep:6, LEP Fuel Pellet
hbm:rbmk_pellet_lep:7, LEP Fuel Pellet
hbm:rbmk_pellet_lep:8, LEP Fuel Pellet
